SMILES,Predicted_pKi,MW,HBD,HBA,LogP,TPSA,SA,predicted_pKi_random,std_random,norm_random,penalized_random
CO[C@](C)(C(=O)O)C(=O)O[10*]C/C(=C/C(=O)[1*]CC(=O)c1ccccc1O[1*][1*]CNc1cnc2nnnnc2n1)C[4*]NCc1csnn1,-2.329178080546608,638.6229999999999,3.0,18.0,1.3079999999999996,243.37999999999997,6.037307645603867,6.884918724409166,0.13607489068690198,0.4712613912296909,0.4113062291517335
CC(C[1*]C(=O)c1ncc(F)cc1F)NC(=O)CN(C)C[10*][9*]c1nnccc1-c1nnn[nH]1,-2.2991306448566124,431.4070000000001,2.0,9.0,-0.222099999999999,142.54,5.025996663342376,6.884758184777743,0.03767740610431021,0.4712213890973854,0.4537972979368928
C#CC(=O)N([11*]Cc1nc(C[18*]c2cccc(C#N)c2)no1)c1ccc(Cl)cc1[10*][5*]N1CC[C@](C)(C(=O)O)C1,-2.315269869569068,503.9460000000004,1.0,7.0,2.09348,123.56,5.454859916054126,6.884695805255238,0.15668722804034,0.47120584590791464,0.4028675350010554
O=S(=O)([38*]CCN(C[7*][12*]c1ccc(Cl)cn1)[C@@H]1CCCN1)C1CCCCC1,-2.1744995774702405,385.9610000000004,1.0,5.0,2.5801,62.3,5.008243948915355,6.884477626437328,0.07657262590528367,0.47115148243795907,0.43642085221744165
C[C@@]1([13*]C[C@H](C[C@@H]([4*][5*]N2CCC(F)(F)[C@@H](C[14*]c3ccc(Cl)s3)C2)c2ccccc2)OC[3*]Oc2cc(F)cc(F)c2)C[5*]N2CCN3CC[C@H]2C3C(=O)N1,-1.8973772332697336,735.2879999999998,1.0,7.0,6.844700000000009,57.28000000000001,5.23937732021072,6.883805350456514,0.11550039475457616,0.4709839761906306,0.419609147939587
Cc1ccc(C(=O)[C@H](N)[9*]CC(C)CC(=O)NC[6*][8*][C@@H](O)CNc2ccccc2)cn1,-2.1116933361246666,398.50700000000006,4.0,6.0,1.9762199999999992,117.34,4.910092499619269,6.87888577107592,0.10954833416612936,0.4697584007037483,0.4210157261741918
N#Cc1cncc(O[3*]C[C@@]2(CO)CCCN2C(=O)[10*][12*]c2ccc(C(F)(F)F)cn2)n1,-2.0071666396927714,407.352,1.0,7.0,1.91658,112.23,5.12252942869991,6.876922950576883,0.17539852523622482,0.46926951986132476,0.39377463267781343
C[C@@H]([5*]CC(C[1*]C(=O)c1cnc(S)[nH]1)c1nc([14*][4*]Cc2ncccc2N=C=O)cnc1F)CO,-2.106177930314481,456.50300000000016,3.0,9.0,2.631600000000001,134.08,6.198439480251612,6.876614408231435,0.10996804210392866,0.46919267637996853,0.4203322482519761
C[C@@H](OC[4*][3*]O[C@H](C#C[14*]c1cc(C#N)ccn1)NC(=O)C(C)(C)C)C1CCCCC1,-2.1723930944227643,397.5190000000004,1.0,5.0,3.0723800000000008,84.24000000000001,5.268540402777008,6.873228940148067,0.07172620933376442,0.4683496112116244,0.4359331213557409
CCC[C@@H](C[1*]C(=O)N1C[C@H]2C[C@H]1C(=O)O2)C(=O)[6*][5*]Nc1ncc(C(F)F)cn1,-2.147778428907981,382.367,1.0,7.0,2.3920000000000003,101.49,6.189671142650287,6.872903249075167,0.12215526111023553,0.46826851554016163,0.4144227638178053
CC(C[5*]N1C[C@@H](O)CN[C@H](C)C1)C[C@@H]([7*][10*]C(=O)N1CCC[C@@H]1COC[15*]C1CCC(N=C=O)CC1)C(=O)O,-1.9090842447261105,508.6600000000004,3.0,8.0,2.7540000000000004,131.76999999999998,6.411801939267055,6.8705255636682185,0.08660109252258291,0.4676765331916761,0.42887941522892414
COC(=O)COCCN[5*][14*]c1cc([16*]C[C@@H]2CCCCN2N[8*][6*]c2ccc(Cl)s2)ncc1F,-2.215227089182072,456.97100000000006,2.0,8.0,1.1533,75.72,5.622638915886904,6.870422121954656,0.07660674787279671,0.4676507809259889,0.4331634220382975
CC[C@H]([3*][8*]C[C@H](N[5*][12*]S(=O)(=O)c1cncs1)OCC#N)NC(=O)c1cnn[nH]1,-2.241160000941411,399.45800000000014,3.0,10.0,0.0751800000000005,162.74999999999997,6.157713417101162,6.868631384848565,0.115330249013063,0.4672049965486076,0.41631320645700265
CC(C)N(C)S(=O)(=O)[8*]Cc1nc(C[4*]CC(C)(F)OC(C)(C)C)nc(C[4*]CCCCN(C)CC[4*]CC(C)(C)C(=O)NN)c1O,-2.137969606170044,632.8880000000004,3.0,9.0,4.509300000000005,150.98,5.893346446811943,6.865608127285104,0.1615759038241164,0.4664525088888935,0.3968587040950815
CC(C)(C[15*][C@H]1CCC(=O)CC1(C)C)[C@H](O)C[8*][1*]C(=O)c1ncc(F)cc1F,-2.0614280375962046,367.436,1.0,4.0,4.461400000000004,67.25999999999999,5.38046003160644,6.865587431572561,0.06894220505025773,0.46644735825599587,0.4353729259415757
C[C@H]([4*][6*]Oc1cc(C#N)ccn1)C(=O)NCC[9*]c1cccc(-c2ncco2)c1,-2.290033629640811,362.38900000000007,1.0,6.0,2.7404800000000007,101.04,4.812688509493094,6.864713409329002,0.10528769605087178,0.46622984304430937,0.41963741545895794
C#CCNCC(=O)N[8*][1*]C(=O)c1ccc(OC[6*]CC(=O)C2CCCCC2)nn1,-2.1087594199117445,372.4250000000002,2.0,7.0,0.9447999999999988,110.28,4.447058827013683,6.864574622296848,0.05544615171324696,0.4661953047241956,0.44105011280130646
CC(C)(C)OC(=O)N[18*][7*]CNC[C@@H](C[2*]C(=O)c1ccc(Cl)cn1)C(=O)C(C)(C)C#N,-2.254374741002845,422.9130000000002,2.0,7.0,3.185380000000001,121.18,4.974211682724956,6.863813334959298,0.12546333314238245,0.4660058577411481,0.41105822501443073
CN([5*]CC(C[4*]C(=O)NCc1ccc[nH]1)[C@H]1[8*][6*]CN(CCNC2CCC2)C1)c1ccccc1,-2.171649225108971,423.60500000000025,3.0,4.0,4.187200000000003,63.400000000000006,5.399917248057276,6.863700679873931,0.1363037362278136,0.46597782426160245,0.4066017923576652
CO[C@H]1CC=C(N[5*][14*]c2nc3ccccn3c2N[5*][5*]Nc2ccc(=O)[nH]c2C)CC1,-2.303584898477949,380.4520000000002,4.0,7.0,2.06772,95.48,5.249906004382292,6.862392778592988,0.09596336409948916,0.4656523773761539,0.42304392715440936
C#CCN(C)[C@@H](C)CN[5*]Cc1cnc([14*]CCOc2nc([6*][4*]NC(=O)SCCC#N)c(C)s2)c(C)c1,-2.3689221930270925,500.6940000000002,2.0,9.0,2.38742,103.17,5.830865206030482,6.862309192515376,0.15773692393545213,0.4656315795279157,0.39768403004665537
O=C(C[6*][C@H](Cl)OC(=O)Cl)CN[6*][1*]Oc1cccc2cc(O)cnc12,-2.284974879335798,359.1650000000001,2.0,7.0,2.7940000000000005,97.75,5.034544783776064,6.858427715888842,0.08022046937678462,0.46466592515703387,0.4288461532540086
COc1ccnc(O[3*]Cc2cc(=O)c([6*][8*]CC3=C(C)C[C@@H](C)CC3)ncc2F)c1,-2.209687815447652,384.45100000000014,0.0,5.0,3.8286000000000016,61.31,5.002954676619658,6.8569386197466375,0.1611641754579521,0.4642955298104216,0.3951862179736603
C[C@@H](CCC=C[16*]c1cc(F)c(F)cc1F)c1cc(N[5*][15*][C@H](C[7*]C(=O)N(C)C(C)(C)C)CCCCl)[nH]n1,-2.2727581946181843,513.0480000000002,2.0,3.0,7.207900000000007,61.02,5.8816940611168445,6.853964376835938,0.05584972880853313,0.46355583977070125,0.43837605851702827
CC(C)(C)OC(=O)CN[3*][14*]c1cc(OC[8*]C2(c3cnccn3)CC2)c(F)cn1,-2.185020564370165,374.4160000000001,1.0,7.0,1.6778999999999993,86.23,4.621638318452478,6.8539113338568765,0.07073289792744379,0.4635426495018922,0.43188765607009694
C[C@@H]1CCCCCN([5*]C[C@@H]2C[C@H]2n2ncnc2[14*][10*]C(=O)c2ccc(Cl)cn2)C1,-2.351448532417041,387.9150000000001,0.0,6.0,3.3686000000000025,63.91,5.299232959722796,6.853814087288129,0.12433744745948054,0.4635184671996083,0.40932472090614835
C[C@H](N[5*]CO[C@@H]1COC[C@H]1NC[9*][5*]Nc1nc(OC[3*]N[C@H](C)c2ccccc2)ccc1N)c1nc[nH]n1,-2.21009454210564,497.6040000000001,6.0,11.0,1.5203000000000018,156.29000000000002,6.098369761019618,6.85293510494643,0.07328853649471477,0.46329989847658043,0.43055972005781923
CCO[C@@H](C)C(=O)NC[9*]C[C@H](O)C[C@@H](C)C(=O)[6*][10*]c1cc(F)cnc1F,-2.365554076716303,358.38500000000005,2.0,5.0,0.9857999999999996,88.52,5.503120973950773,6.850212579258049,0.1304814585146111,0.46262300206893936,0.4060316099126113
[5*]N[C@@H](CC(=O)O)C(=O)[1*]Cc1cc(C=O)ccc1C[4*][10*]c1ccc(C#N)cn1,-2.13401652511119,350.35400000000004,2.0,6.0,0.6850799999999988,120.15,5.134803477283922,6.850069484045787,0.1271617555738228,0.4625874283659311,0.40735042815032635
CCC[C@H]1CCC(=O)[C@@H]([15*]C[C@@H]2CN([5*][11*]c3ccc(Cl)cn3)C[C@H]2C)CC1,-2.1774588196994955,362.94500000000016,0.0,3.0,4.779400000000004,33.2,5.574809089127919,6.847755903894573,0.06860928963962888,0.46201232168348794,0.4313769368689859
CC(C[3*]Oc1cc(C#N)ccn1)Cc1cccc(N[5*][5*]N2CC(C)(C)NC2=O)n1,-2.321606712046126,380.45200000000017,2.0,6.0,3.1548800000000004,103.17,5.007302054242037,6.845661488509887,0.05662607110273409,0.4614917818176027,0.4360854346284334
C=C(Cl)CN([5*]Cc1ncc([6*][1*]C(=O)c2cccc(F)c2)o1)C(=O)C#CCC[1*]C(=O)C(C)(C)CN,-2.42068530312348,473.9320000000004,1.0,6.0,2.853800000000001,106.5,5.182563460456802,6.845155149152687,0.07001161568531072,0.4613659502764408,0.4301697640071592
Cc1nc(C[10*]N2CCN(C)C[C@@H]2C(=O)O)ncc1[16*][11*]Nc1ncccc1F,-2.5065056993363424,360.393,2.0,7.0,0.2571200000000007,94.48,4.926317898631954,6.845015641160302,0.09993552119075999,0.4613312816934622,0.41745672203130507
CN(C[4*][5*]N[C@@H](C=C[5*]Nc1cccc2cnoc12)C[10*]C(=O)c1ncc(F)cc1F)CCO,-2.1418933285091333,431.44300000000015,3.0,8.0,2.6101000000000005,103.52,5.466064826016378,6.844817604761633,0.06345522201739011,0.4612820690886581,0.43292066841731713
C[C@@H]([2*]Cc1ccc(O)c(N[5*][1*]C(=O)c2cnc(S)[nH]2)n1)NC(=O)C1(C)CC1,-2.200387012334041,375.4540000000001,5.0,7.0,1.8985999999999996,120.0,5.324401069363661,6.840161599129118,0.12565710709323527,0.4601252580261438,0.40579237833114373
CC[C@@H](C=C[5*]NC[C@H](CC=C[12*]S(=O)(=O)C1CCCC1)C(C)C)OC(=O)[1*][28*]S(=O)(=O)C1CC1,-2.0811032430789025,475.67300000000034,1.0,7.0,4.115500000000004,106.61,5.875503107785783,6.840127812095053,0.21128239546705255,0.4601168650001527,0.37248550194080987
CC(C)Oc1cccc([14*]COc2ccc([16*][9*]COc3cc(F)cc(F)c3)cn2)c1,-2.2864677659081973,385.41,0.0,4.0,3.6406000000000023,40.58,4.218646659522881,6.835071164808997,0.08542437165439605,0.4588610025597396,0.4212906459347354
N#Cc1ccc(C(=O)[10*][10*]c2ccccc2OC[5*]c2cccc3cnncc23)cc1,-2.149589272608157,365.39200000000005,0.0,5.0,2.798980000000001,75.87,4.125876146544071,6.833639100131492,0.14498589479933027,0.45850543104992936,0.39662301377828313
Cc1noc(OCC[8*]CN([5*][5*]Cc2cc3ccc(F)cn3c2)C2CCCCC2)c1Cl,-2.101313556144196,419.9280000000002,0.0,5.0,5.702720000000006,42.91000000000001,4.622242139418269,6.8319959092966815,0.06693691508129053,0.4580974904925799,0.4284376019518614
CC(C)(C)OC(=O)OC[9*]CC(C)(C[3*]OCc1cccc(C=O)c1)c1cccc([16*][7*]C2CCC(C#N)CC2)c1C=O,-2.0866468389994743,533.6650000000003,0.0,7.0,6.829480000000007,102.69,5.356312343579234,6.830504733139643,0.11712903238381794,0.4577273378879054,0.40713492531182494
Cc1ncc([14*]C[C@H](CO)C[C@H](C)N(C)[10*][9*]c2nnc(O)nc2NN)s1,-2.1480724037906747,353.452,4.0,10.0,-0.5992799999999991,133.31,5.823187391449862,6.82772683226581,0.10759172772869706,0.4570379081196661,0.4104173667727535
Cc1nnncc1C(=O)N[6*]CC(C)c1cccc(O[3*]COC(=O)CC(=O)N[7*]C[C@H](CO)CCNCCCN[10*][5*]NSC[C@@H](C)O)c1,-2.5901387554131663,650.8030000000003,7.0,14.0,1.037420000000004,208.95,6.294675753761178,6.826324089172635,0.12575599241850832,0.45668983248106326,0.40272279211683054
C=CCCCCCC[8*]COCCN1CCC([7*][10*]C(=O)c2ccc(C#N)cn2)C1,-2.349556467655283,369.50900000000007,0.0,5.0,4.286580000000003,66.22,4.8025426208989295,6.8253126656469245,0.0389356722894365,0.4564388848122959,0.43900866066395905
O=C(O)C[C@@H](N=C=S)N[5*][17*]C(=O)c1ccc(F)cn1,-2.15143228516284,269.257,2.0,6.0,0.8541000000000002,91.65,4.78946613903807,6.825151122780348,0.14430775240157698,0.456398805916793,0.39506853227191385
Cc1cnc(S)nc1O[3*][10*][C@H]1CCc2nonc2C1=O,-2.168397353286561,278.293,1.0,8.0,1.4531199999999995,91.0,5.176146691351528,6.824763775864488,0.08706394485690565,0.4563027071833467,0.4182554942075179
O=C([10*][14*]c1ncccc1OCC[5*]Nc1ccc[nH]1)[C@H]1C[C@H]1C(=O)O,-2.291738284639658,315.32900000000006,3.0,5.0,1.2764999999999995,104.31,5.275460765229347,6.824269384853561,0.09266317287015056,0.4561800560994082,0.41580833402562417
C[C@@H](NC(=O)[25*][6*]C(=O)c1ccc(CO)cn1)C(=O)NC[3*]O[C@@H](C[14*]c1ccc(Cl)c[n+]1[O-])CC[6*]c1ncc(N)cc1O,-2.3244334763937937,573.0060000000003,5.0,10.0,0.3734000000000005,203.7,6.029943226450516,6.821153950333958,0.13974215839112317,0.45540728581009804,0.39601417014756113
N#Cc1ccc(C[4*][9*]C(=O)c2ccc(F)cc2)c(Cl)c1C[16*]c1cc(F)cnc1F,-2.19877681920313,400.7870000000001,0.0,3.0,4.359880000000002,53.75,4.286255427740329,6.819642757075869,0.09856066778084287,0.45503251784498494,0.41232349216048286
CC(=C[4*]Cc1ncc(Cl)cn1)CS(=O)(=O)[12*][7*]COc1cc(F)cc(F)c1,-2.154707059496864,388.82300000000015,0.0,5.0,3.348300000000002,69.15,4.452256657088698,6.819028500827028,0.046828457388907514,0.45488020006668567,0.4340699213984311
C[C@@H]([7*][5*]Nc1cccc2cnoc12)NCCC1(CC[5*]Nc2nccc(CN)n2)C[4*]CN(C)C1,-2.5416141227263127,438.58000000000015,4.0,9.0,3.127200000000001,117.16,5.85466961599822,6.818948610849866,0.16746877121966625,0.4548603902835358,0.38472229645318207
CC(C)(Br)[6*]CO[C@@H]1CC[C@H](C[5*]NCc2ccccc2)C[C@@H](N[5*][3*]Oc2cnc(C(=O)O)cn2)C1,-2.209046103736936,521.4560000000001,3.0,7.0,4.383800000000003,105.6,5.528174349157979,6.818317958561741,0.15168751295689223,0.4547040166754794,0.390707493485567
C[C@@H]1C[C@H]1C(=O)OCC[5*][16*]c1c(C[3*]Oc2cccc(C#N)c2O)nn(CC[5*]Nc2cc(Cl)cs2)c1O,-2.019726728027906,517.0070000000002,3.0,10.0,4.318080000000005,129.63,5.7923267021206994,6.817817084240636,0.11728938272834102,0.4545798285722489,0.4042704787855801
CC1(C)CCN(C(=O)[4*]C[C@]2(C(=O)O)CCN([5*][5*]C(=O)c3ccc(Cl)cn3)C2)C1,-2.3142599593148026,393.87100000000015,1.0,5.0,3.007100000000002,90.81,4.894253285307224,6.8166057984065604,0.11229638991038882,0.4542795225452797,0.40602563869311864
CCC(C#N)(CC)C(=O)O[9*]N[C@H]1C[C@@H]([15*]COCCN([5*]CC[C@H]2CCCCCN([5*][3*]Oc3cc(F)cc(F)c3)CCC2)CC(C)(C)CN=[N+]=[N-])C1,-2.430312442116468,689.8929999999997,1.0,9.0,8.365680000000008,135.82000000000002,6.389658931250307,6.813092589528955,0.2330337777993383,0.4534087049756857,0.3591571941689946
CC(C[4*]/C=C\CNCC1CC1)OC(=O)C(=O)[1*][14*]Oc1cc(F)cnc1F,-2.3643281828935363,354.35299999999995,1.0,6.0,2.2135,77.52,5.0988159410258085,6.813077513256391,0.14089047529139392,0.4534049686369695,0.39382049984533046
CC(=O)CCNC(=O)CN[5*]C[C@H]([8*]CCCC[C@@H]1CCC[C@H]1N[5*][14*]c1nnc(C2=CCCCC2)o1)[C@H](C)O,-2.0588619416647784,503.68800000000033,4.0,8.0,3.3567000000000013,129.38,5.8983155186733365,6.813041224162672,0.14546779361661683,0.45339597516588825,0.39201420148500654
CC(C)(C)c1nc(=N[3*]CCN2CC[3*]CC(CC(F)(F)F)CC2)cc([16*][51*][C@@H](Cc2ccccc2)C(=O)O)c(C[3*]OC[Si](C)(C)C)c1F,-2.203837045959954,651.8620000000001,1.0,5.0,7.253200000000008,75.02000000000001,6.098272295102532,6.809673598549803,0.06067255303047199,0.45256151477998263,0.42591983386070786
Cc1nc(C(=O)[7*]CCON(C)[5*][3*]CC[C@@H](C[4*]Cc2ccc(C#N)cc2F)N=C=S)ccc1C=C[5*]CC[S@@](=O)CC1CC1,-2.336604169357863,596.794,0.0,8.0,6.523700000000008,95.65,6.31035763258013,6.809112300502382,0.1443357400566087,0.45242245712515605,0.39161555946721466
C[C@@H]1CCCCCN([5*]CC(C)(C#N)C[C@@H](O)[8*][9*]c2cccc(-c3ncco3)c2)C1,-2.571606746280702,381.52000000000015,1.0,5.0,4.220680000000003,73.29,5.3719976587514005,6.8083390144084195,0.19253506697501419,0.45223089308692155,0.3730296129740665
CCN([3*]Cc1nc(COC(=O)[1*][5*]N2C[C@@H]3CCCC(=O)[C@H]3C2)cc(C)c1F)C(N)=O,-2.137145871837072,406.45800000000014,1.0,6.0,2.3673200000000003,105.83,5.361336720840967,6.8079690353086235,0.10141193338733057,0.45213924418349233,0.40853527429536735
C[C@]1(CO)O[C@]1(C)C(=O)N[5*]CC(C[3*]OC(CC[9*]c1cncc(-c2nnco2)c1)CC[10*]C1CCC1CNC(=N)N)N[C@H]1C#C[5*]NC(CN)(CCCO)CC1,-2.1710415989077765,738.9349999999996,9.0,13.0,1.244270000000007,255.11,7.614607159133613,6.807624742855225,0.2316900345064355,0.45205396113046636,0.3585655617316907
CC(=O)[C@@H]1C[C@@H]([13*]N=C(N)NCc2ccncc2[5*]CC[C@@H]2C[C@]2([5*][3*]N=C(C)C2CCCCC2)n2cccc2)C[C@@H]1C(=O)O,-2.3111728605184814,560.7430000000005,3.0,6.0,4.708500000000004,134.95999999999998,6.204717061489476,6.805858677670679,0.14635950253912092,0.45161654185749783,0.39012763644241
CN(C)c1cc(F)cc([16*]Nc2nccnc2C(=O)N[2*][3*]O[C@H]2CNCCC2(F)F)n1,-2.1450290982971287,411.3880000000001,3.0,8.0,0.4726999999999999,104.3,5.205157121007603,6.805287762557237,0.11603450062337689,0.4514751534774127,0.40201356814809297
COCC(=O)NC(=O)[C@@H](C)[3*][4*]CC[S@@](=O)CCC[10*]c1c(N)ccc2cn[nH]c12,-2.19807366183292,394.4970000000001,3.0,6.0,1.0134000000000003,127.17,5.321681484328054,6.802215258664613,0.15374689804688343,0.4507143762334054,0.3864826313432584
C[C@@H](CC[6*]N=C1CCCCCC(C)(C)C1)CC[C@@H](C)N[C@@H](C)[7*]C[C@H]1C[C@@H]1C1=NN=NC([8*][2*][C@H](C[16*]c2cc(F)cc(F)c2)C2CC2)=NO1,-2.318173804363904,638.892,1.0,7.0,9.953399999999997,83.06,6.830991771541337,6.801900808081584,0.23075252412594602,0.45063652861809356,0.35777652770522655
C#CCCCS(=O)(=O)O[3*]Cc1ccc(NC[7*][6*]c2ccc(C#N)cn2)cc1,-2.2240801817748554,369.446,1.0,6.0,1.99298,92.08,4.483192261650975,6.8015265492563275,0.10114011500337337,0.4505438776006179,0.40720443427965236
CCC[C@@H](Br)[5*]CC1(C)CN(C[5*]N(CC(=O)O)CC2CC2)C(=N)NB([5*][3*]Oc2cccc(C#N)c2)O1,-2.158138935475752,534.2640000000004,3.0,6.0,3.3157500000000004,121.91,5.926589344249027,6.801273029112087,0.1684809697062015,0.45048111843873584,0.38063282403436427
CCC(C)(C)OC(=O)N[12*]CC(C[16*]c1ccc(F)c(Cl)c1F)c1nc([14*][5*]N[C@@H](CC(=O)O)C(=O)O)ccc1C#N,-2.330751242102493,552.9620000000001,4.0,7.0,3.273180000000001,161.64,5.68388317715423,6.800563132803558,0.15189944850880488,0.45030539129704145,0.3868459498602685
CCN(C)[C@@H]([5*]COc1cc([16*][8*]CC2(C3CC3)CCC2)cnc1C)c1cccc(C#N)n1,-1.873501362687964,404.5580000000001,0.0,5.0,4.437400000000004,62.04,5.0688607416276525,6.800486608170813,0.15608959051912505,0.45028644919262173,0.3852121969995862
Cn1cnc(S(=O)(=O)[12*][10*]OC(=O)c2cccc(C#N)c2)n1,-2.274533283035887,292.27599999999995,0.0,8.0,0.2324799999999998,114.93999999999998,3.85761818694716,6.80024766638234,0.06776882350896105,0.450227304977947,0.42072682607593237
C[C](C[33*]S(=O)(=O)c1cccs1)NC(=O)COC[9*][10*]C(=O)c1ccc(C#N)cn1,-2.185054394779991,406.4650000000002,1.0,8.0,1.77437,126.21999999999998,4.450923483287641,6.799037885640598,0.1603914324392951,0.44992787487437225,0.3832531969584749
C#CC(C)(C)OC[C@@H](O)[9*]NC1=CC=C2N=CN(CCC[5*]c3ccc([N+](=O)[O-])s3)[5*][6*]N(C=N2)CC#CC1(C)CO,-2.3507821618643305,540.6460000000003,3.0,11.0,1.8414999999999997,136.06,5.206279777956367,6.795646456645907,0.1056836960416733,0.4490886639924045,0.40404919571615383
CC(C[5*]N[C@H]1C[4*]CCC[C@H](CCc2cccnc2)C1)CNC(=O)[32*][5*]N[C@@H]1CCC[C@H]1CCCC[18*][C@@H](O)CNC(=N)N,-2.4047703503206828,557.8280000000003,7.0,6.0,4.691470000000003,148.18,6.436660330687664,6.7935421622046945,0.12483882925856576,0.4485681005991379,0.39592376556185827
C[C@@H]([9*][9*]c1c(O)cc(O)cc1C[4*]CO[C@H]1CCCCC1OCC[4*][C@H](C[6*][C@H]1COCCSC1)C(=O)O)Cc1ccoc1,-2.4212877681452163,576.7520000000004,3.0,8.0,5.770700000000006,118.59,6.520575663388472,6.792506796821813,0.07314638390169763,0.4483120117034463,0.41669021698560677
CC([4*]Cn1cc(CNC[8*][7*]c2cc(F)cc(F)c2)cn1)(C[2*]NC(=O)COCC(=O)O)CCO,-2.1588258223960484,454.47400000000033,4.0,7.0,0.8580999999999999,125.71,5.295087903154938,6.790498014144686,0.19264444643603126,0.4478152345420463,0.369346887883779
CN1CCC[C@H](N[5*]CN(C[6*]Cc2cc(F)cc(F)c2)CCCCC(=O)N[2*][9*][C@H]2C=C[C@@H]3C[C@@H](C2=O)C3(C)C)CC1,-2.303934743397405,544.7310000000002,2.0,5.0,4.716900000000004,64.68,6.475045375706364,6.788952565079066,0.1082967280530763,0.44743311181324874,0.40150915201365267
N#Cc1cccc(N[5*][4*]c2ccccc2-c2cc[nH]n2)c1C[3*]Oc1cc(F)cc(F)c1,-2.264173760433186,402.40400000000017,2.0,4.0,4.542980000000003,73.73,4.368255468475042,6.787226136529194,0.205504026951128,0.4470063141165204,0.36396899779003306
Cc1cc(C[4*]N2CCC[C@H]2C(N)=O)c(S)n1C[9*]Cc1ccc([C@H](C)C(=O)[1*][15*]c2ccc(Cl)s2)cc1,-2.030409881704017,516.1320000000003,2.0,6.0,4.533120000000004,68.33,5.557832829999742,6.7861502777084555,0.12445920463388774,0.4467403859659425,0.3944602714898725
Cc1cc(C)c([14*]C/C=C\CCOCCC[10*][9*]c2cccc(-c3ncco3)c2)cc1C,-2.1002231791670463,389.539,0.0,3.0,5.577260000000006,35.260000000000005,4.394916581105614,6.785733444311123,0.09497213834762852,0.4466373622892485,0.4061712452325143
CC(C)CS(=O)(=O)[28*]CC(C)CNC(=O)[33*][5*]Nc1nc(C[5*]NCc2cccc(O)c2O)cc(OC[1*]C(=O)[C@@H]2C[C@H]3CC[C@H]2C3)n1,-2.304098109576765,617.769,5.0,11.0,3.8084000000000033,179.83999999999995,6.910738304812418,6.783544875751948,0.07850005723547795,0.4460965156342086,0.41241712402722225
C#CC[C@H](O)C(=O)O[9*]C#CCNC[C@@H](O)CN[5*]C[C@@H](C[10*][9*]COc1cc(F)cc(F)c1)CS(C)(=O)=O,-2.2759341912645965,516.5630000000002,4.0,9.0,0.3119000000000009,134.19,6.059145815279978,6.78197612763925,0.0509877893136291,0.4457089195929954,0.42355285139473003
CCNC(=O)C(=O)N[9*]C[C@@H](CO[3*][5*]NC1(SC[1*]C(=O)N2C[C@@H](C)CC[C@H]2C)OC1=O)C1CC1,-2.1034763563173904,470.5920000000004,3.0,8.0,1.4311000000000005,129.37,6.154351940641845,6.7815285073089315,0.14080882363574976,0.4455983365701358,0.3870713844484376
C[C@H]1CN([5*]C/C(=C\[3*][10*]CNc2ncnn2C2CC2)C(=O)O)[C@@H](CO)C1=O,-2.5959230549986945,349.3910000000001,3.0,8.0,0.3358999999999997,120.58,5.64416656007332,6.779873247583683,0.10255144769302042,0.44518945736029236,0.4017976046221815
C[C@H]1CCCC(=O)C(=O)[C@H]1[10*]CCn1ccc([5*][3*]Oc2cncc(OC[5*]NC[C@@]34CNC[C@H]3C4)c2)n1,-2.424943192499242,467.5700000000003,2.0,9.0,1.7678000000000005,107.37,6.234326866861435,6.778417649352656,0.09393781754158237,0.4448299594492971,0.4049462239838107
C[C@@H]([3*]CC1(C)CC(=O)C[C@@H]([15*][9*]c2cccc(-c3ncco3)c2)C1)C[3*]c1cnc(C[1*]C(=O)C2SCCCS2)nn1,-2.133958230089535,550.7500000000003,0.0,9.0,5.233000000000005,98.84,6.42588004107202,6.778386309590379,0.04557047123005619,0.44482221991199067,0.4250063990064032
C=C[C@@H](CC)OCC[9*]Cc1cc(C)c([14*][10*]C(=O)c2ccc(C#N)cn2)cn1,-2.59215388319484,349.434,0.0,5.0,3.191900000000002,75.87,5.12474341457942,6.778298095027472,0.1349178516305205,0.4448004349542638,0.3886611441131921
CC(C)[C@H](C[7*]Cc1ccc2c(c1)CCNC2)C[C@H](CO)N[5*][6*]c1cnc(OCF)cn1,-2.08814456394476,416.54100000000005,3.0,6.0,2.3697,79.3,5.322177195657734,6.7749304706518005,0.11037785280269265,0.4439689453374037,0.3975722840582231
C[S@@](=O)CC(=O)[3*]COc1ccc(N[7*][10*]C(C)(C[8*]Cn2ccc(CN=C=O)c2)C2CC2)nc1,-2.1869115637173744,444.5570000000002,1.0,8.0,3.206800000000002,102.65,5.908565870023546,6.774309715993505,0.20217372166287334,0.4438157108537491,0.36257657340297095
CC[C@@H](C)CCC(=O)NO[10*]C#CCCCCNCCN[10*][1*]C(=O)c1cnc(O)nn1,-1.9538614676358697,406.4870000000001,4.0,9.0,0.9019000000000006,138.36,5.103231846282329,6.772636548184652,0.12199028765312614,0.44340273946546094,0.39248102332077683
Cc1noc(C(=O)[1*][10*]c2cc(Cl)ccn2)c1C[8*]OC(=O)COCCC#C[2*]C(=O)N1CCSC1,-2.4188385380997204,477.9260000000004,0.0,9.0,2.2042200000000003,111.83,5.092597886162331,6.771323858227339,0.1535058321702663,0.44307879596389516,0.38002680551103074
